"loan_id","tanggal_cair","cabang","agen","amount"
1362,2020-02-27,"AG","AG-2",350000
1363,2020-02-27,"AH","AH-1",240000
1364,2020-02-27,"AH","AH-1",260000
1365,2020-02-27,"AH","AH-1",540000
1366,2020-02-27,"AH","AH-1",270000
1367,2020-02-28,"AA","AA-1",470000
1368,2020-02-28,"AA","AA-1",250000
1369,2020-02-28,"AA","AA-1",400000
1370,2020-02-28,"AA","AA-2",320000
1371,2020-02-28,"AA","AA-2",210000
1372,2020-02-28,"AA","AA-2",300000
1373,2020-02-28,"AB","AB-1",270000
1374,2020-02-28,"AB","AB-1",190000
1375,2020-02-28,"AB","AB-1",300000
1376,2020-02-28,"AB","AB-2",210000
1377,2020-02-28,"AB","AB-2",320000
1378,2020-02-28,"AB","AB-2",250000
1379,2020-02-28,"AB","AB-2",260000
1380,2020-02-28,"AC","AC-1",250000
1381,2020-02-28,"AC","AC-1",290000
1382,2020-02-28,"AC","AC-1",350000
1383,2020-02-28,"AC","AC-1",100000
1384,2020-02-28,"AC","AC-2",240000
1385,2020-02-28,"AC","AC-2",330000
1386,2020-02-28,"AC","AC-2",300000
1387,2020-02-28,"AC","AC-2",220000
1388,2020-02-28,"AD","AD-1",340000
1389,2020-02-28,"AD","AD-1",260000
1390,2020-02-28,"AD","AD-1",470000
1391,2020-02-28,"AD","AD-2",260000
1392,2020-02-28,"AD","AD-2",290000
1393,2020-02-28,"AD","AD-2",390000
1394,2020-02-28,"AD","AD-2",240000
1395,2020-02-28,"AE","AE-1",270000
1396,2020-02-28,"AE","AE-1",250000
1397,2020-02-28,"AE","AE-1",370000
1398,2020-02-28,"AE","AE-2",350000
1399,2020-02-28,"AE","AE-2",170000
1400,2020-02-28,"AE","AE-2",90000
1401,2020-02-28,"AF","AF-1",280000
1402,2020-02-28,"AF","AF-1",330000
1403,2020-02-28,"AF","AF-1",350000
1404,2020-02-28,"AF","AF-1",250000
1405,2020-02-28,"AF","AF-2",150000
1406,2020-02-28,"AF","AF-2",220000
1407,2020-02-28,"AF","AF-2",160000
1408,2020-02-28,"AG","AG-1",240000
1409,2020-02-28,"AG","AG-1",330000
1410,2020-02-28,"AG","AG-1",160000
1411,2020-02-28,"AG","AG-2",210000
1412,2020-02-28,"AG","AG-2",190000
1413,2020-02-28,"AG","AG-2",440000
1414,2020-02-28,"AG","AG-2",340000
1415,2020-02-28,"AH","AH-1",250000
1416,2020-02-28,"AH","AH-1",320000
1417,2020-02-28,"AH","AH-1",350000
1418,2020-02-28,"AH","AH-2",370000
1419,2020-02-28,"AH","AH-2",210000
1420,2020-03-02,"AA","AA-1",250000
1421,2020-03-02,"AA","AA-1",360000
1422,2020-03-02,"AA","AA-1",460000
1423,2020-03-02,"AA","AA-1",300000
1424,2020-03-02,"AA","AA-2",350000
1425,2020-03-02,"AA","AA-2",410000
1426,2020-03-02,"AA","AA-2",190000
1427,2020-03-02,"AA","AA-2",400000
1428,2020-03-02,"AB","AB-1",140000
1429,2020-03-02,"AB","AB-1",40000
1430,2020-03-02,"AB","AB-1",260000
1431,2020-03-02,"AB","AB-2",230000
1432,2020-03-02,"AB","AB-2",470000
1433,2020-03-02,"AB","AB-2",230000
1434,2020-03-02,"AC","AC-1",280000
1435,2020-03-02,"AC","AC-1",330000
1436,2020-03-02,"AC","AC-1",70000
1437,2020-03-02,"AC","AC-2",210000
1438,2020-03-02,"AC","AC-2",340000
1439,2020-03-02,"AC","AC-2",350000
1440,2020-03-02,"AC","AC-2",310000
1441,2020-03-02,"AD","AD-1",570000
1442,2020-03-02,"AD","AD-1",290000
1443,2020-03-02,"AD","AD-1",270000
1444,2020-03-02,"AD","AD-1",490000
1445,2020-03-02,"AD","AD-2",280000
1446,2020-03-02,"AD","AD-2",440000
1447,2020-03-02,"AE","AE-1",180000
1448,2020-03-02,"AE","AE-1",170000
1449,2020-03-02,"AE","AE-1",360000
1450,2020-03-02,"AF","AF-1",250000
1451,2020-03-02,"AF","AF-1",280000
1452,2020-03-02,"AG","AG-1",360000
1453,2020-03-02,"AG","AG-1",410000
1454,2020-03-02,"AG","AG-1",300000
1455,2020-03-02,"AG","AG-1",270000
1456,2020-03-02,"AG","AG-2",260000
1457,2020-03-02,"AG","AG-2",300000
1458,2020-03-02,"AG","AG-2",350000
1459,2020-03-02,"AG","AG-2",270000
1460,2020-03-02,"AH","AH-1",340000
1461,2020-03-02,"AH","AH-1",350000
1462,2020-03-02,"AH","AH-1",250000
1463,2020-03-02,"AH","AH-2",180000
1464,2020-03-02,"AH","AH-2",330000
1465,2020-03-02,"AH","AH-2",330000
1466,2020-03-02,"AI","AI-1",400000
1467,2020-03-02,"AI","AI-1",360000
1468,2020-03-02,"AI","AI-1",440000
1469,2020-03-02,"AI","AI-1",350000
1470,2020-03-02,"AI","AI-2",420000
1471,2020-03-02,"AI","AI-2",370000
1472,2020-03-02,"AI","AI-2",150000
1473,2020-03-02,"AJ","AJ-1",200000
1474,2020-03-02,"AJ","AJ-1",330000
1475,2020-03-02,"AJ","AJ-1",300000
1476,2020-03-02,"AJ","AJ-2",360000
1477,2020-03-02,"AJ","AJ-2",320000
1478,2020-03-02,"AJ","AJ-2",250000
1479,2020-03-02,"AK","AK-1",280000
1480,2020-03-02,"AK","AK-1",220000
1481,2020-03-02,"AL","AL-1",360000
1482,2020-03-02,"AL","AL-1",230000
1483,2020-03-02,"AL","AL-1",340000
1484,2020-03-02,"AL","AL-2",350000
1485,2020-03-02,"AL","AL-2",220000
1486,2020-03-02,"AL","AL-2",320000
1487,2020-03-02,"AL","AL-2",380000
1488,2020-03-02,"AM","AM-1",290000
1489,2020-03-02,"AM","AM-1",410000
1490,2020-03-02,"AM","AM-1",330000
1491,2020-03-02,"AM","AM-2",250000
1492,2020-03-02,"AM","AM-2",140000
1493,2020-03-02,"AM","AM-2",370000
1494,2020-03-03,"AA","AA-1",400000
1495,2020-03-03,"AA","AA-1",500000
1496,2020-03-03,"AA","AA-1",240000
1497,2020-03-03,"AA","AA-1",370000
1498,2020-03-03,"AA","AA-2",190000
1499,2020-03-03,"AA","AA-2",430000
1500,2020-03-03,"AA","AA-2",350000
1501,2020-03-03,"AA","AA-2",360000
1502,2020-03-03,"AB","AB-1",310000
1503,2020-03-03,"AB","AB-1",270000
1504,2020-03-03,"AB","AB-1",170000
1505,2020-03-03,"AB","AB-2",330000
1506,2020-03-03,"AB","AB-2",230000
1507,2020-03-03,"AB","AB-2",260000
1508,2020-03-03,"AC","AC-1",260000
1509,2020-03-03,"AC","AC-1",330000
1510,2020-03-03,"AC","AC-1",340000
1511,2020-03-03,"AC","AC-1",210000
1512,2020-03-03,"AC","AC-2",170000
1513,2020-03-03,"AC","AC-2",310000
1514,2020-03-03,"AC","AC-2",300000
1515,2020-03-03,"AD","AD-1",150000
1516,2020-03-03,"AD","AD-1",340000
1517,2020-03-03,"AD","AD-2",360000
1518,2020-03-03,"AD","AD-2",380000
1519,2020-03-03,"AD","AD-2",170000
1520,2020-03-03,"AD","AD-2",-50000
1521,2020-03-03,"AE","AE-1",320000
1522,2020-03-03,"AE","AE-1",270000
1523,2020-03-03,"AE","AE-1",490000
1524,2020-03-03,"AF","AF-1",450000
1525,2020-03-03,"AF","AF-1",290000
1526,2020-03-03,"AF","AF-1",370000
1527,2020-03-03,"AG","AG-1",390000
1528,2020-03-03,"AG","AG-1",480000
1529,2020-03-03,"AG","AG-1",300000
1530,2020-03-03,"AG","AG-2",130000
1531,2020-03-03,"AG","AG-2",180000
1532,2020-03-03,"AG","AG-2",290000
1533,2020-03-03,"AH","AH-1",400000
1534,2020-03-03,"AH","AH-1",340000
1535,2020-03-03,"AH","AH-1",450000
1536,2020-03-03,"AH","AH-2",290000
1537,2020-03-03,"AH","AH-2",380000
1538,2020-03-03,"AH","AH-2",410000
1539,2020-03-03,"AI","AI-1",340000
1540,2020-03-03,"AI","AI-1",200000
1541,2020-03-03,"AI","AI-1",330000
1542,2020-03-03,"AI","AI-2",320000
1543,2020-03-03,"AI","AI-2",160000
1544,2020-03-03,"AI","AI-2",280000
1545,2020-03-03,"AI","AI-2",390000
1546,2020-03-03,"AJ","AJ-1",200000
1547,2020-03-03,"AJ","AJ-1",470000
1548,2020-03-03,"AJ","AJ-1",250000
1549,2020-03-03,"AJ","AJ-2",180000
1550,2020-03-03,"AJ","AJ-2",270000
1551,2020-03-03,"AJ","AJ-2",380000
1552,2020-03-03,"AK","AK-1",490000
1553,2020-03-03,"AK","AK-1",230000
1554,2020-03-03,"AK","AK-1",430000
1555,2020-03-03,"AK","AK-2",330000
1556,2020-03-03,"AK","AK-2",330000
1557,2020-03-03,"AK","AK-2",480000
1558,2020-03-03,"AL","AL-1",340000
1559,2020-03-03,"AL","AL-1",330000
1560,2020-03-03,"AL","AL-1",350000
1561,2020-03-03,"AL","AL-2",350000
1562,2020-03-03,"AL","AL-2",330000
1563,2020-03-03,"AL","AL-2",280000
1564,2020-03-03,"AM","AM-1",190000
1565,2020-03-03,"AM","AM-1",380000
1566,2020-03-03,"AM","AM-1",310000
1567,2020-03-04,"AA","AA-1",140000
1568,2020-03-04,"AA","AA-1",260000
1569,2020-03-04,"AA","AA-1",350000
1570,2020-03-04,"AA","AA-2",360000
1571,2020-03-04,"AA","AA-2",310000
1572,2020-03-04,"AA","AA-2",220000
1573,2020-03-04,"AA","AA-2",320000
1574,2020-03-04,"AB","AB-1",370000
1575,2020-03-04,"AB","AB-1",370000
1576,2020-03-04,"AB","AB-1",440000
1577,2020-03-04,"AB","AB-1",190000
1578,2020-03-04,"AB","AB-2",290000
1579,2020-03-04,"AB","AB-2",160000
1580,2020-03-04,"AB","AB-2",340000
1581,2020-03-04,"AC","AC-1",480000
1582,2020-03-04,"AC","AC-1",330000
1583,2020-03-04,"AC","AC-1",510000
1584,2020-03-04,"AC","AC-2",270000
1585,2020-03-04,"AC","AC-2",230000
1586,2020-03-04,"AC","AC-2",190000
1587,2020-03-04,"AD","AD-1",440000
1588,2020-03-04,"AD","AD-1",250000
1589,2020-03-04,"AD","AD-1",240000
1590,2020-03-04,"AD","AD-1",410000
1591,2020-03-04,"AD","AD-2",270000
1592,2020-03-04,"AD","AD-2",200000
1593,2020-03-04,"AD","AD-2",250000
1594,2020-03-04,"AD","AD-2",390000
1595,2020-03-04,"AE","AE-1",250000
1596,2020-03-04,"AE","AE-1",290000
1597,2020-03-04,"AE","AE-1",390000
1598,2020-03-04,"AE","AE-1",250000
1599,2020-03-04,"AF","AF-1",220000
1600,2020-03-04,"AF","AF-1",130000
1601,2020-03-04,"AF","AF-1",290000
1602,2020-03-04,"AF","AF-2",290000
1603,2020-03-04,"AF","AF-2",430000
1604,2020-03-04,"AF","AF-2",310000
1605,2020-03-04,"AG","AG-1",270000
1606,2020-03-04,"AG","AG-1",290000
1607,2020-03-04,"AG","AG-1",280000
1608,2020-03-04,"AG","AG-2",570000
1609,2020-03-04,"AG","AG-2",250000
1610,2020-03-04,"AH","AH-1",310000
1611,2020-03-04,"AH","AH-1",210000
1612,2020-03-04,"AH","AH-1",290000
1613,2020-03-04,"AI","AI-1",270000
1614,2020-03-04,"AI","AI-1",300000
1615,2020-03-04,"AI","AI-1",290000
1616,2020-03-04,"AI","AI-2",450000
1617,2020-03-04,"AI","AI-2",410000
1618,2020-03-04,"AI","AI-2",210000
1619,2020-03-04,"AJ","AJ-1",440000
1620,2020-03-04,"AJ","AJ-1",380000
1621,2020-03-04,"AJ","AJ-1",190000
1622,2020-03-04,"AJ","AJ-2",310000
1623,2020-03-04,"AJ","AJ-2",410000
1624,2020-03-04,"AJ","AJ-2",140000
1625,2020-03-04,"AK","AK-1",270000
1626,2020-03-04,"AK","AK-1",180000
1627,2020-03-04,"AK","AK-1",380000
1628,2020-03-04,"AK","AK-2",220000
1629,2020-03-04,"AK","AK-2",320000
1630,2020-03-04,"AL","AL-1",20000
1631,2020-03-04,"AL","AL-1",260000
1632,2020-03-04,"AL","AL-1",240000
1633,2020-03-04,"AL","AL-2",320000
1634,2020-03-04,"AL","AL-2",350000
1635,2020-03-04,"AL","AL-2",280000
1636,2020-03-04,"AM","AM-1",200000
1637,2020-03-04,"AM","AM-1",320000
1638,2020-03-04,"AM","AM-1",300000
1639,2020-03-04,"AM","AM-2",310000
1640,2020-03-04,"AM","AM-2",250000
1641,2020-03-04,"AM","AM-2",180000
1642,2020-03-05,"AA","AA-1",410000
1643,2020-03-05,"AA","AA-1",390000
1644,2020-03-05,"AA","AA-1",380000
1645,2020-03-05,"AA","AA-2",160000
1646,2020-03-05,"AA","AA-2",360000
1647,2020-03-05,"AA","AA-2",390000
1648,2020-03-05,"AB","AB-1",210000
1649,2020-03-05,"AB","AB-1",280000
1650,2020-03-05,"AB","AB-1",400000
1651,2020-03-05,"AB","AB-1",370000
1652,2020-03-05,"AB","AB-2",230000
1653,2020-03-05,"AB","AB-2",280000
1654,2020-03-05,"AB","AB-2",250000
1655,2020-03-05,"AC","AC-1",310000
1656,2020-03-05,"AC","AC-1",390000
1657,2020-03-05,"AC","AC-1",220000
1658,2020-03-05,"AC","AC-1",360000
1659,2020-03-05,"AC","AC-2",130000
1660,2020-03-05,"AC","AC-2",340000
1661,2020-03-05,"AC","AC-2",290000
1662,2020-03-05,"AC","AC-2",330000
1663,2020-03-05,"AD","AD-1",470000
1664,2020-03-05,"AD","AD-1",370000
1665,2020-03-05,"AD","AD-1",420000
1666,2020-03-05,"AD","AD-2",330000
1667,2020-03-05,"AD","AD-2",160000
1668,2020-03-05,"AD","AD-2",420000
1669,2020-03-05,"AE","AE-1",340000
1670,2020-03-05,"AE","AE-1",300000
1671,2020-03-05,"AE","AE-1",380000
1672,2020-03-05,"AE","AE-1",270000
1673,2020-03-05,"AE","AE-2",240000
1674,2020-03-05,"AE","AE-2",60000
1675,2020-03-05,"AE","AE-2",210000
1676,2020-03-05,"AF","AF-1",410000
1677,2020-03-05,"AF","AF-1",310000
1678,2020-03-05,"AF","AF-1",270000
1679,2020-03-05,"AF","AF-2",390000
1680,2020-03-05,"AF","AF-2",420000
1681,2020-03-05,"AF","AF-2",230000
1682,2020-03-05,"AG","AG-1",190000
1683,2020-03-05,"AG","AG-1",190000
1684,2020-03-05,"AG","AG-1",240000
1685,2020-03-05,"AG","AG-1",300000
1686,2020-03-05,"AG","AG-2",260000
1687,2020-03-05,"AG","AG-2",250000
1688,2020-03-05,"AG","AG-2",460000
1689,2020-03-05,"AH","AH-1",240000
1690,2020-03-05,"AH","AH-1",340000
1691,2020-03-05,"AH","AH-1",250000
1692,2020-03-05,"AH","AH-1",290000
1693,2020-03-05,"AH","AH-2",500000
1694,2020-03-05,"AH","AH-2",420000
1695,2020-03-05,"AH","AH-2",90000
1696,2020-03-05,"AI","AI-1",290000
1697,2020-03-05,"AI","AI-1",350000
1698,2020-03-05,"AI","AI-1",300000
1699,2020-03-05,"AI","AI-2",440000
1700,2020-03-05,"AI","AI-2",370000
1701,2020-03-05,"AI","AI-2",170000
1702,2020-03-05,"AJ","AJ-1",360000
1703,2020-03-05,"AJ","AJ-1",320000
1704,2020-03-05,"AJ","AJ-1",280000
1705,2020-03-05,"AJ","AJ-2",50000
1706,2020-03-05,"AJ","AJ-2",30000
1707,2020-03-05,"AJ","AJ-2",220000
1708,2020-03-05,"AK","AK-1",330000
1709,2020-03-05,"AK","AK-1",320000
1710,2020-03-05,"AK","AK-1",250000
1711,2020-03-05,"AK","AK-2",190000
1712,2020-03-05,"AK","AK-2",410000
1713,2020-03-05,"AL","AL-1",340000
1714,2020-03-05,"AL","AL-1",440000
1715,2020-03-05,"AL","AL-1",400000
1716,2020-03-05,"AM","AM-1",250000
1717,2020-03-05,"AM","AM-1",250000
1718,2020-03-05,"AM","AM-1",220000
1719,2020-03-05,"AM","AM-2",160000
1720,2020-03-05,"AM","AM-2",300000
1721,2020-03-05,"AM","AM-2",260000
1722,2020-03-06,"AA","AA-1",370000
1723,2020-03-06,"AA","AA-1",270000
1724,2020-03-06,"AA","AA-1",160000
1725,2020-03-06,"AA","AA-2",380000
1726,2020-03-06,"AA","AA-2",480000
1727,2020-03-06,"AA","AA-2",270000
1728,2020-03-06,"AB","AB-1",510000
1729,2020-03-06,"AB","AB-1",350000
1730,2020-03-06,"AB","AB-1",500000
1731,2020-03-06,"AB","AB-1",360000
1732,2020-03-06,"AB","AB-2",230000
1733,2020-03-06,"AB","AB-2",360000
1734,2020-03-06,"AB","AB-2",320000
1735,2020-03-06,"AC","AC-1",280000
1736,2020-03-06,"AC","AC-1",180000
1737,2020-03-06,"AC","AC-1",440000
1738,2020-03-06,"AC","AC-2",350000
1739,2020-03-06,"AC","AC-2",410000
1740,2020-03-06,"AC","AC-2",130000
1741,2020-03-06,"AD","AD-1",270000
1742,2020-03-06,"AD","AD-1",400000
1743,2020-03-06,"AD","AD-1",340000
1744,2020-03-06,"AD","AD-1",360000
1745,2020-03-06,"AD","AD-2",110000
1746,2020-03-06,"AD","AD-2",390000
1747,2020-03-06,"AD","AD-2",470000
1748,2020-03-06,"AD","AD-2",360000
1749,2020-03-06,"AE","AE-1",300000
1750,2020-03-06,"AE","AE-1",180000
1751,2020-03-06,"AE","AE-1",340000
1752,2020-03-06,"AE","AE-1",230000
1753,2020-03-06,"AE","AE-2",370000
1754,2020-03-06,"AE","AE-2",320000
1755,2020-03-06,"AE","AE-2",250000
1756,2020-03-06,"AF","AF-1",380000
1757,2020-03-06,"AF","AF-1",410000
1758,2020-03-06,"AF","AF-1",370000
1759,2020-03-06,"AF","AF-1",180000
1760,2020-03-06,"AF","AF-2",440000
1761,2020-03-06,"AF","AF-2",340000
1762,2020-03-06,"AF","AF-2",310000
1763,2020-03-06,"AF","AF-2",220000
1764,2020-03-06,"AG","AG-1",330000
1765,2020-03-06,"AG","AG-1",200000
1766,2020-03-06,"AG","AG-1",410000
1767,2020-03-06,"AG","AG-1",210000
1768,2020-03-06,"AG","AG-2",230000
1769,2020-03-06,"AG","AG-2",390000
1770,2020-03-06,"AG","AG-2",230000
1771,2020-03-06,"AG","AG-2",170000
1772,2020-03-06,"AH","AH-1",400000
1773,2020-03-06,"AH","AH-1",320000
1774,2020-03-06,"AH","AH-1",370000
1775,2020-03-06,"AH","AH-2",360000
1776,2020-03-06,"AH","AH-2",190000
1777,2020-03-06,"AH","AH-2",290000
1778,2020-03-06,"AI","AI-1",330000
1779,2020-03-06,"AI","AI-1",480000
1780,2020-03-06,"AI","AI-1",410000
1781,2020-03-06,"AI","AI-2",520000
1782,2020-03-06,"AI","AI-2",340000
1783,2020-03-06,"AI","AI-2",370000
1784,2020-03-06,"AJ","AJ-1",170000
1785,2020-03-06,"AJ","AJ-1",560000
1786,2020-03-06,"AJ","AJ-1",440000
1787,2020-03-06,"AJ","AJ-2",170000
1788,2020-03-06,"AJ","AJ-2",250000
1789,2020-03-06,"AK","AK-1",340000
1790,2020-03-06,"AK","AK-1",270000
1791,2020-03-06,"AK","AK-1",500000
1792,2020-03-06,"AK","AK-2",360000
1793,2020-03-06,"AK","AK-2",340000
1794,2020-03-06,"AK","AK-2",300000
1795,2020-03-06,"AL","AL-1",290000
1796,2020-03-06,"AL","AL-1",460000
1797,2020-03-06,"AL","AL-1",330000
1798,2020-03-06,"AL","AL-2",340000
1799,2020-03-06,"AL","AL-2",340000
1800,2020-03-06,"AL","AL-2",330000
1801,2020-03-06,"AM","AM-1",350000
1802,2020-03-06,"AM","AM-1",220000
1803,2020-03-06,"AM","AM-1",320000
1804,2020-03-06,"AM","AM-2",190000
1805,2020-03-06,"AM","AM-2",460000
1806,2020-03-06,"AM","AM-2",230000
1807,2020-03-09,"AA","AA-1",280000
1808,2020-03-09,"AA","AA-1",320000
1809,2020-03-09,"AA","AA-1",360000
1810,2020-03-09,"AA","AA-1",360000
1811,2020-03-09,"AA","AA-2",360000
1812,2020-03-09,"AA","AA-2",370000
1813,2020-03-09,"AA","AA-2",350000
1814,2020-03-09,"AA","AA-2",420000
1815,2020-03-09,"AB","AB-1",430000
1816,2020-03-09,"AB","AB-1",180000
1817,2020-03-09,"AB","AB-1",460000
1818,2020-03-09,"AB","AB-2",200000
1819,2020-03-09,"AB","AB-2",410000
1820,2020-03-09,"AB","AB-2",340000
1821,2020-03-09,"AB","AB-2",230000
1822,2020-03-09,"AC","AC-1",480000
1823,2020-03-09,"AC","AC-1",260000
1824,2020-03-09,"AC","AC-1",220000
1825,2020-03-09,"AC","AC-1",390000
1826,2020-03-09,"AC","AC-2",300000
1827,2020-03-09,"AC","AC-2",320000
1828,2020-03-09,"AC","AC-2",350000
1829,2020-03-09,"AC","AC-2",290000
1830,2020-03-09,"AD","AD-1",460000
1831,2020-03-09,"AD","AD-1",260000
1832,2020-03-09,"AD","AD-1",360000
1833,2020-03-09,"AD","AD-1",230000
1834,2020-03-09,"AE","AE-1",320000
1835,2020-03-09,"AE","AE-1",340000
1836,2020-03-09,"AE","AE-1",550000
1837,2020-03-09,"AE","AE-1",360000
1838,2020-03-09,"AE","AE-2",290000
1839,2020-03-09,"AE","AE-2",90000
1840,2020-03-09,"AE","AE-2",290000
1841,2020-03-09,"AE","AE-2",490000
1842,2020-03-09,"AF","AF-1",170000
1843,2020-03-09,"AF","AF-1",160000
1844,2020-03-09,"AF","AF-1",370000
1845,2020-03-09,"AF","AF-1",380000
1846,2020-03-09,"AF","AF-2",270000
1847,2020-03-09,"AF","AF-2",140000
1848,2020-03-09,"AF","AF-2",280000
1849,2020-03-09,"AG","AG-1",260000
1850,2020-03-09,"AG","AG-1",180000
1851,2020-03-09,"AG","AG-1",270000
1852,2020-03-09,"AG","AG-2",270000
1853,2020-03-09,"AG","AG-2",570000
1854,2020-03-09,"AG","AG-2",110000
1855,2020-03-09,"AG","AG-2",290000
1856,2020-03-09,"AH","AH-1",450000
1857,2020-03-09,"AH","AH-1",160000
1858,2020-03-09,"AH","AH-1",380000
1859,2020-03-09,"AH","AH-2",200000
1860,2020-03-09,"AH","AH-2",140000
1861,2020-03-09,"AH","AH-2",160000
1862,2020-03-09,"AH","AH-2",260000
1863,2020-03-09,"AI","AI-1",260000
1864,2020-03-09,"AI","AI-1",250000
1865,2020-03-09,"AI","AI-1",450000
1866,2020-03-09,"AI","AI-2",370000
1867,2020-03-09,"AI","AI-2",270000
1868,2020-03-09,"AI","AI-2",340000
1869,2020-03-09,"AJ","AJ-1",300000
1870,2020-03-09,"AJ","AJ-1",260000
1871,2020-03-09,"AJ","AJ-1",340000
1872,2020-03-09,"AJ","AJ-2",210000
1873,2020-03-09,"AJ","AJ-2",360000
1874,2020-03-09,"AJ","AJ-2",240000
1875,2020-03-09,"AK","AK-1",460000
1876,2020-03-09,"AK","AK-1",210000
1877,2020-03-09,"AK","AK-1",290000
1878,2020-03-09,"AK","AK-2",320000
1879,2020-03-09,"AK","AK-2",110000
1880,2020-03-09,"AK","AK-2",140000
1881,2020-03-09,"AL","AL-1",320000
1882,2020-03-09,"AL","AL-1",310000
1883,2020-03-09,"AL","AL-1",420000
1884,2020-03-09,"AL","AL-2",470000
1885,2020-03-09,"AL","AL-2",300000
1886,2020-03-09,"AL","AL-2",200000
1887,2020-03-09,"AM","AM-1",290000
1888,2020-03-09,"AM","AM-1",290000
1889,2020-03-10,"AA","AA-1",290000
1890,2020-03-10,"AA","AA-1",460000
1891,2020-03-10,"AA","AA-1",470000
1892,2020-03-10,"AA","AA-2",80000
1893,2020-03-10,"AA","AA-2",160000
1894,2020-03-10,"AA","AA-2",410000
1895,2020-03-10,"AB","AB-1",240000
1896,2020-03-10,"AB","AB-1",190000
1897,2020-03-10,"AB","AB-1",330000
1898,2020-03-10,"AB","AB-1",210000
1899,2020-03-10,"AB","AB-2",190000
1900,2020-03-10,"AB","AB-2",420000
1901,2020-03-10,"AB","AB-2",160000
1902,2020-03-10,"AB","AB-2",330000
1903,2020-03-10,"AC","AC-1",290000
1904,2020-03-10,"AC","AC-1",370000
1905,2020-03-10,"AC","AC-1",310000
1906,2020-03-10,"AC","AC-2",250000
1907,2020-03-10,"AC","AC-2",130000
1908,2020-03-10,"AC","AC-2",350000
1909,2020-03-10,"AC","AC-2",290000
1910,2020-03-10,"AD","AD-1",440000
1911,2020-03-10,"AD","AD-1",360000
1912,2020-03-10,"AD","AD-1",160000
1913,2020-03-10,"AE","AE-1",230000
1914,2020-03-10,"AE","AE-1",200000
1915,2020-03-10,"AE","AE-1",220000
1916,2020-03-10,"AE","AE-1",490000
1917,2020-03-10,"AE","AE-2",390000
1918,2020-03-10,"AE","AE-2",340000
1919,2020-03-10,"AE","AE-2",0
1920,2020-03-10,"AE","AE-2",430000
1921,2020-03-10,"AF","AF-1",240000
1922,2020-03-10,"AF","AF-1",430000
1923,2020-03-10,"AF","AF-1",430000
1924,2020-03-10,"AF","AF-2",240000
1925,2020-03-10,"AF","AF-2",230000
1926,2020-03-10,"AF","AF-2",350000
1927,2020-03-10,"AF","AF-2",250000
1928,2020-03-10,"AG","AG-1",250000
1929,2020-03-10,"AG","AG-1",200000
1930,2020-03-10,"AG","AG-1",220000
1931,2020-03-10,"AG","AG-1",390000
1932,2020-03-10,"AG","AG-2",450000
1933,2020-03-10,"AG","AG-2",210000
1934,2020-03-10,"AG","AG-2",380000
1935,2020-03-10,"AG","AG-2",110000
1936,2020-03-10,"AH","AH-1",220000
1937,2020-03-10,"AH","AH-1",210000
1938,2020-03-10,"AH","AH-1",330000
1939,2020-03-10,"AH","AH-2",360000
1940,2020-03-10,"AH","AH-2",430000
1941,2020-03-10,"AH","AH-2",390000
1942,2020-03-10,"AI","AI-1",220000
1943,2020-03-10,"AI","AI-1",340000
1944,2020-03-10,"AI","AI-1",320000
1945,2020-03-10,"AI","AI-2",250000
1946,2020-03-10,"AI","AI-2",410000
1947,2020-03-10,"AJ","AJ-1",180000
1948,2020-03-10,"AJ","AJ-1",250000
1949,2020-03-10,"AJ","AJ-1",90000
1950,2020-03-10,"AJ","AJ-2",410000
1951,2020-03-10,"AJ","AJ-2",290000
1952,2020-03-10,"AJ","AJ-2",310000
1953,2020-03-10,"AK","AK-1",270000
1954,2020-03-10,"AK","AK-1",210000
1955,2020-03-10,"AK","AK-1",410000
1956,2020-03-10,"AK","AK-2",420000
1957,2020-03-10,"AK","AK-2",270000
1958,2020-03-10,"AK","AK-2",390000
1959,2020-03-10,"AL","AL-1",300000
1960,2020-03-10,"AL","AL-1",310000
1961,2020-03-10,"AL","AL-2",200000
1962,2020-03-10,"AL","AL-2",240000
1963,2020-03-10,"AL","AL-2",290000
1964,2020-03-10,"AM","AM-1",150000
1965,2020-03-10,"AM","AM-1",440000
1966,2020-03-10,"AM","AM-1",270000
1967,2020-03-10,"AM","AM-2",340000
1968,2020-03-10,"AM","AM-2",370000
1969,2020-03-10,"AM","AM-2",300000
1970,2020-03-11,"AA","AA-1",300000
1971,2020-03-11,"AA","AA-1",400000
1972,2020-03-11,"AA","AA-1",240000
1973,2020-03-11,"AB","AB-1",390000
1974,2020-03-11,"AB","AB-1",510000
1975,2020-03-11,"AB","AB-1",280000
1976,2020-03-11,"AB","AB-1",320000
1977,2020-03-11,"AB","AB-2",250000
1978,2020-03-11,"AB","AB-2",40000
1979,2020-03-11,"AB","AB-2",260000
1980,2020-03-11,"AC","AC-1",240000
1981,2020-03-11,"AC","AC-1",330000
1982,2020-03-11,"AC","AC-1",440000
1983,2020-03-11,"AC","AC-2",480000
1984,2020-03-11,"AC","AC-2",260000
1985,2020-03-11,"AC","AC-2",380000
1986,2020-03-11,"AD","AD-1",260000
1987,2020-03-11,"AD","AD-1",290000
1988,2020-03-11,"AD","AD-1",320000
1989,2020-03-11,"AD","AD-2",200000
1990,2020-03-11,"AD","AD-2",250000
1991,2020-03-11,"AD","AD-2",180000
1992,2020-03-11,"AE","AE-1",540000
